"wave","flux"
5628.7373,8.578293864685811e-17
5629.9873,7.863181003900222e-17
5631.2373,7.634517113202881e-17
5632.4873,8.167244241596736e-17
5633.7373,8.364205275547359e-17
5634.9873,8.338359252176165e-17
5636.2373,8.374082264087818e-17
5637.4873,8.658722138581453e-17
5638.7373,8.96243838011188e-17
5639.9873,9.19191872829861e-17
5641.2373,8.913476749373071e-17
5642.4873,8.379297305260174e-17
5643.7373,8.119431159125433e-17
5644.9873,8.078395699206694e-17
5646.2373,8.107660037947288e-17
5647.4873,8.252781375837914e-17
5648.7373,8.485169411741658e-17
5649.9873,8.543916559666763e-17
5651.2373,8.681089081187304e-17
5652.4873,8.813201399438176e-17
5653.7373,8.921459294825423e-17
5654.9873,9.032768137237173e-17
5656.2373,9.218256092966338e-17
5657.4873,9.512439139660491e-17
5658.7373,9.822619760018809e-17
5659.9873,9.834600185064623e-17
5661.2373,9.727372692720393e-17
5662.4873,9.463704619984568e-17
5663.7373,8.51035726966387e-17
5664.9873,8.400459618085694e-17
5666.2373,9.185040672019674e-17
5667.4873,8.902983499409238e-17
5668.7373,8.439109825605228e-17
5669.9873,8.717417264961898e-17
5671.2373,9.067273122528451e-17
5672.4873,9.012499633789058e-17
5673.7373,8.483479631588782e-17
5674.9873,8.183693005220387e-17
5676.2373,8.198366252381125e-17
5677.4873,8.423363399552709e-17
5678.7373,9.217144071602526e-17
5679.9873,9.665884509428046e-17
5681.2373,9.537937298056521e-17
5682.4873,9.558473901065776e-17
5683.7373,9.503071293583625e-17
5684.9873,9.35801084466628e-17
5686.2373,9.465618507667824e-17
5687.4873,9.53800303216628e-17
5688.7373,9.472353392047645e-17
5689.9873,9.703287202811537e-17
5691.2373,9.934152473355515e-17
5692.4873,9.476712167245367e-17
5693.7373,8.937792075074747e-17
5694.9873,9.09489909758391e-17
5696.2373,9.726682571976271e-17
5697.4873,1.033142560492621e-16
5698.7373,1.059467411295573e-16
5699.9873,1.037474021026234e-16
5701.2373,9.87454997196904e-17
5702.4873,9.654256041726949e-17
5703.7373,9.380652899848087e-17
5704.9873,9.224254834587193e-17
5706.2373,9.217178750120563e-17
5707.4873,8.832943977261765e-17
5708.7373,8.661714875397853e-17
5709.9873,9.350238523883587e-17
5711.2373,9.70333503176842e-17
5712.4873,9.25654694281684e-17
5713.7373,8.700831218201434e-17
5714.9873,8.572368405189044e-17
5716.2373,9.057419463734566e-17
5717.4873,9.051176286108695e-17
5718.7373,9.110641732675055e-17
5719.9873,9.895009574230806e-17
5721.2373,1.032023586094232e-16
5722.4873,1.034789689579716e-16
5723.7373,9.999508410795232e-17
5724.9873,9.801335334683642e-17
5726.2373,1.019388285017603e-16
5727.4873,1.07179130527826e-16
5728.7373,1.105358316153067e-16
5729.9873,1.096797984483507e-16
5731.2373,1.063814488389757e-16
5732.4873,9.612098992995274e-17
5733.7373,9.04982417052469e-17
5734.9873,9.961279076847029e-17
5736.2373,1.028666951497396e-16
5737.4873,9.993604065694924e-17
5738.7373,1.050213097541715e-16
5739.9873,1.098839266251929e-16
5741.2373,1.077832908046393e-16
5742.4873,1.026808893500434e-16
5743.7373,1.028513214337385e-16
5744.9873,1.040769243706597e-16
5746.2373,1.023685771273389e-16
5747.4873,1.017921768602913e-16
5748.7373,9.992342499156057e-17
5749.9873,1.013234185715664e-16
5751.2373,1.10034093047719e-16
5752.4873,1.150202947319878e-16
5753.7373,1.071958638659819e-16
5754.9873,1.048594020363137e-16
5756.2373,1.12870990638262e-16
5757.4873,1.142436490131896e-16
5758.7373,1.052975693238812e-16
5759.9873,1.000812257215712e-16
5761.2373,1.069832761109905e-16
5762.4873,1.161670760392554e-16
5763.7373,1.180639611514998e-16
5764.9873,1.10799090063778e-16
5766.2373,9.954776522412711e-17
5767.4873,9.296653461974342e-17
5768.7373,9.197030999831213e-17
5769.9873,9.8356228479456e-17
5771.2373,1.042951667992863e-16
5772.4873,1.045596738612799e-16
5773.7373,1.039495613456067e-16
5774.9873,1.022555045572917e-16
5776.2373,1.018666792655285e-16
5777.4873,1.032555994104456e-16
5778.7373,1.047622905062452e-16
5779.9873,1.047277915822724e-16
5781.2373,1.032658725766782e-16
5782.4873,1.038421112738715e-16
5783.7373,1.049132952805508e-16
5784.9873,1.057583993115837e-16
5786.2373,9.976429143458238e-17
5787.4873,9.217404664592976e-17
5788.7373,9.358279281804593e-17
5789.9873,9.525880084755979e-17
5791.2373,9.35714485375675e-17
5792.4873,9.767722636658467e-17
5793.7373,1.03529925522039e-16
5794.9873,1.071976584352093e-16
5796.2373,1.048100126591435e-16
5797.4873,1.03927293595679e-16
5798.7373,1.112542852105035e-16
5799.9873,1.175856834279755e-16
5801.2373,1.201866849621431e-16
5802.4873,1.152465049310378e-16
5803.7373,1.054567296760465e-16
5804.9873,1.104940251404562e-16
5806.2373,1.217934723578559e-16
5807.4873,1.270009013008777e-16
5808.7373,1.271100886893567e-16
5809.9873,1.181793076955537e-16
5811.2373,1.129598062246817e-16
5812.4873,1.166140054434317e-16
5813.7373,1.186718326069397e-16
5814.9873,1.177443355607397e-16
5816.2373,1.154155615535783e-16
5817.4873,1.103511979015963e-16
5818.7373,1.084810320517457e-16
5819.9873,1.068949696481964e-16
5821.2373,1.022285312078029e-16
5822.4873,1.013521910867573e-16
5823.7373,1.044705969238281e-16
5824.9873,1.079420972433208e-16
5826.2373,1.096290761085793e-16
5827.4873,1.100694147406684e-16
5828.7373,1.075891682490596e-16
5829.9873,1.07229502691575e-16
5831.2373,1.098135127766927e-16
5832.4873,1.117047784047068e-16
5833.7373,1.133355763527199e-16
5834.9873,1.165184572422357e-16
5836.2373,1.187190216139805e-16
5837.4873,1.189396426052517e-16
5838.7373,1.189759681833526e-16
5839.9873,1.141513122106482e-16
5841.2373,1.119790988046152e-16
5842.4873,1.172814508131993e-16
5843.7373,1.171019196686922e-16
5844.9873,1.118538211021894e-16
5846.2373,1.136860060100791e-16
5847.4873,1.19462085382909e-16
5848.7373,1.207902772051022e-16
5849.9873,1.205697312493972e-16
5851.2373,1.190128315339265e-16
5852.4873,1.123402867898823e-16
5853.7373,1.037415135211709e-16
5854.9873,1.002468071982302e-16
5856.2373,9.922322832272376e-17
5857.4873,9.595331655996814e-17
5858.7373,8.875724336600596e-17
5859.9873,8.646962406864869e-17
5861.2373,9.458146185980899e-17
5862.4873,9.65529893211082e-17
5863.7373,9.383180404851468e-17
5864.9873,9.586964161060473e-17
5866.2373,1.008387544457707e-16
5867.4873,1.018545351984471e-16
5868.7373,9.695648111979162e-17
5869.9873,9.486296899112653e-17
5871.2373,9.543199503580726e-17
5872.4873,9.091545095184702e-17
5873.7373,9.205318427191839e-17
5874.9873,1.000597860755449e-16
5876.2373,1.031780067575714e-16
5877.4873,1.018688388702016e-16
5878.7373,9.69131630377122e-17
5879.9873,9.646933938862369e-17
5881.2373,9.976254744164736e-17
5882.4873,9.740594633125962e-17
5883.7373,9.420393024209101e-17
5884.9873,9.071401998637634e-17
5886.2373,8.710271407515914e-17
5887.4873,9.134321405104648e-17
5888.7373,9.679264836817616e-17
5889.9873,9.544438472041377e-17
5891.2373,9.253781919126154e-17
5892.4873,9.6080930718316e-17
5893.7373,9.672549605758105e-17
5894.9873,7.5696549675082e-17
5896.2373,5.300678401240595e-17
5897.4873,6.406079895019528e-17
5898.7373,8.605297536590949e-17
5899.9873,8.994931129738137e-17
5901.2373,7.402602226351516e-17
5902.4873,6.271920115529755e-17
5903.7373,7.73265168517313e-17
5904.9873,8.611277544186436e-17
5906.2373,8.562522418740352e-17
5907.4873,9.024405601972414e-17
5908.7373,9.218935780466337e-17
5909.9873,9.152920612099727e-17
5911.2373,8.94655194016445e-17
5912.4873,8.807821376470873e-17
5913.7373,8.994457698869114e-17
5914.9873,9.256655621563943e-17
5916.2373,9.468114731023342e-17
5917.4873,9.647697526343074e-17
5918.7373,9.318252357011957e-17
5919.9873,8.872777690369407e-17
5921.2373,8.843843082380882e-17
5922.4873,9.073767724307966e-17
5923.7373,9.287709492247776e-17
5924.9873,9.411528984917529e-17
5926.2373,9.58870720003858e-17
5927.4873,9.46414202504099e-17
5928.7373,9.16171254099151e-17
5929.9873,9.462378270278744e-17
5931.2373,9.697317313488617e-17
5932.4873,9.784530793366609e-17
5933.7373,9.810293362087673e-17
5934.9873,9.783508716724533e-17
5936.2373,9.8119414394049e-17
5937.4873,1.010523352201485e-16
5938.7373,1.020403605595341e-16
5939.9873,9.802434696903938e-17
5941.2373,9.380354885525171e-17
5942.4873,9.549727730456695e-17
5943.7373,9.836559045862268e-17
5944.9873,1.028024510663821e-16
5946.2373,1.007945670422213e-16
5947.4873,9.545115642783084e-17
5948.7373,1.001689359688465e-16
5949.9873,1.036468660933883e-16
5951.2373,1.063049235930266e-16
5952.4873,1.11987793556496e-16
5953.7373,1.091539626283999e-16
5954.9873,1.005989715199412e-16
5956.2373,9.814345003858026e-17
5957.4873,1.005661778278115e-16
5958.7373,9.97362003128617e-17
5959.9873,1.005902169988185e-16
5961.2373,9.88086136580102e-17
5962.4873,9.188422690309124e-17
5963.7373,9.255252574025842e-17
5964.9873,1.001374991711275e-16
5966.2373,1.057817486949026e-16
5967.4873,1.088532417052469e-16
5968.7373,1.082964889865452e-16
5969.9873,1.072778617651668e-16
5971.2373,1.051502510579427e-16
5972.4873,1.049883737672406e-16
5973.7373,1.091331412308305e-16
5974.9873,1.118912816327884e-16
5976.2373,1.14626319022473e-16
5977.4873,1.157428243001302e-16
5978.7373,1.141340365035446e-16
5979.9873,1.127526230951003e-16
5981.2373,1.101856172387394e-16
5982.4873,1.068152373890818e-16
5983.7373,1.055335924087336e-16
5984.9873,1.056476349103009e-16
5986.2373,1.097520624608169e-16
5987.4873,1.12863392062717e-16
5988.7373,1.109996854504244e-16
5989.9873,1.048898663104022e-16
5991.2373,1.064314090832369e-16
5992.4873,1.155404853274498e-16
5993.7373,1.181936573621961e-16
5994.9873,1.162256758023486e-16
5996.2373,1.170702364547164e-16
5997.4873,1.178635835774739e-16
5998.7373,1.218823144380546e-16
5999.9873,1.268247454155816e-16
6001.2373,1.269621573139709e-16
6002.4873,1.250082015576774e-16
6003.7373,1.23277648805218e-16
6004.9873,1.205165408739631e-16
6006.2373,1.170188792136864e-16
6007.4873,1.15130795069565e-16
6008.7373,1.125265423659336e-16
6009.9873,1.163300638683931e-16
6011.2373,1.189753952214748e-16
6012.4873,1.123686225043402e-16
6013.7373,1.071430963511526e-16
6014.9873,1.09130025649836e-16
6016.2373,1.167254142252604e-16
6017.4873,1.194156148124036e-16
6018.7373,1.149684218418451e-16
6019.9873,1.157138502634308e-16
6021.2373,1.195201937301071e-16
6022.4873,1.177556233271846e-16
6023.7373,1.169022173394097e-16
6024.9873,1.193857522394627e-16
6026.2373,1.216159207266348e-16
6027.4873,1.222391024215133e-16
6028.7373,1.238627526554061e-16
6029.9873,1.239341373396509e-16
6031.2373,1.254705054313754e-16
6032.4873,1.275618069269627e-16
6033.7373,1.276081252260561e-16
6034.9873,1.313443048924576e-16
6036.2373,1.305347551058545e-16
6037.4873,1.247722562210648e-16
6038.7373,1.267979316014419e-16
6039.9873,1.335447485954379e-16
6041.2373,1.354374492880739e-16
6042.4873,1.351442383415317e-16
6043.7373,1.353905335678289e-16
6044.9873,1.337205212100936e-16
6046.2373,1.316242444299768e-16
6047.4873,1.353178273292824e-16
6048.7373,1.379373853141879e-16
6049.9873,1.412105419469763e-16
6051.2373,1.44766348138503e-16
6052.4873,1.466273322814188e-16
6053.7373,1.47730917637201e-16
6054.9873,1.423793481294608e-16
6056.2373,1.413228236219618e-16
6057.4873,1.421888216899354e-16
6058.7373,1.386742326298467e-16
6059.9873,1.40629685103805e-16
6061.2373,1.409602467779465e-16
6062.4873,1.388734915726273e-16
6063.7373,1.344222736424575e-16
6064.9873,1.352199935046538e-16
6066.2373,1.402911912856867e-16
6067.4873,1.40351985149619e-16
6068.7373,1.355115799515336e-16
6069.9873,1.281362213511525e-16
6071.2373,1.20214814528477e-16
6072.4873,1.276953474784192e-16
6073.7373,1.446327394687982e-16
6074.9873,1.51007250479239e-16
6076.2373,1.506705975567853e-16
6077.4873,1.524731943238811e-16
6078.7373,1.537763387797791e-16
6079.9873,1.513701639057677e-16
6081.2373,1.484830430621865e-16
6082.4873,1.475265014648438e-16
6083.7373,1.447820413170332e-16
6084.9873,1.410909354654948e-16
6086.2373,1.419775491747444e-16
6087.4873,1.352485874354987e-16
6088.7373,1.325986538960022e-16
6089.9873,1.395300608392409e-16
6091.2373,1.386303099681713e-16
6092.4873,1.396835463686343e-16
6093.7373,1.469204714174624e-16
6094.9873,1.456932760054977e-16
6096.2373,1.321275894428771e-16
6097.4873,1.315872295313705e-16
6098.7373,1.383278149263359e-16
6099.9873,1.441152711769386e-16
6101.2373,1.542111571512105e-16
6102.4873,1.518731224983121e-16
6103.7373,1.45132310067636e-16
6104.9873,1.497259581766011e-16
6106.2373,1.5567024801372e-16
6107.4873,1.494334544994213e-16
6108.7373,1.313389024522569e-16
6109.9873,1.291305532648534e-16
6111.2373,1.400848648937838e-16
6112.4873,1.44911426368996e-16
6113.7373,1.415506141040943e-16
6114.9873,1.421460858983169e-16
6116.2373,1.452853713499469e-16
6117.4873,1.412083139829282e-16
6118.7373,1.444022657154224e-16
6119.9873,1.53127322485653e-16
6121.2373,1.550162728015288e-16
6122.4873,1.509760720033999e-16
6123.7373,1.520052305320457e-16
6124.9873,1.489005945728443e-16
6126.2373,1.325360271689333e-16
6127.4873,1.251481918372637e-16
6128.7373,1.302692532160253e-16
6129.9873,1.490884389166184e-16
6131.2373,1.513080104950328e-16
6132.4873,1.375578613582658e-16
6133.7373,1.296017591537664e-16
6134.9873,1.338933539345823e-16
6136.2373,1.494117604347512e-16
6137.4873,1.597475516010802e-16
6138.7373,1.591049871148004e-16
6139.9873,1.482553823061343e-16
6141.2373,1.289772942135658e-16
6142.4873,1.111998952757282e-16
6143.7373,1.098080181508005e-16
6144.9873,1.356898430416908e-16
6146.2373,1.525521375717351e-16
6147.4873,1.355477330186632e-16
6148.7373,1.282940722204138e-16
6149.9873,1.493601476146557e-16
6151.2373,1.661190367748119e-16
6152.4873,1.631538378604842e-16
6153.7373,1.553848736798322e-16
6154.9873,1.385728143988715e-16
6156.2373,1.23269924271195e-16
6157.4873,1.277127566942757e-16
6158.7373,1.414660387731482e-16
6159.9873,1.456684792450328e-16
6161.2373,1.397831513581453e-16
6162.4873,1.357067710895303e-16
6163.7373,1.284386901704764e-16
6164.9873,1.148583898021557e-16
6166.2373,1.043966417552807e-16
6167.4873,9.464138004255882e-17
6168.7373,8.862848048080635e-17
6169.9873,9.249179092218845e-17
6171.2373,9.85442312282986e-17
6172.4873,1.018768628231095e-16
6173.7373,1.051368265486352e-16
6174.9873,1.024918786319686e-16
6176.2373,9.796951982663003e-17
6177.4873,1.041503087173274e-16
6178.7373,1.075068815706983e-16
6179.9873,1.02571684072989e-16
6181.2373,1.01769052809727e-16
6182.4873,1.039614791003569e-16
6183.7373,1.070054833682967e-16
6184.9873,1.114534393838011e-16
6186.2373,1.134105314429012e-16
6187.4873,1.153692570288387e-16
6188.7373,1.167985029507861e-16
6189.9873,1.133222265172888e-16
6191.2373,1.09502832362799e-16
6192.4873,1.036480281876929e-16
6193.7373,9.725177057713631e-17
6194.9873,9.736753136152103e-17
6196.2373,9.599606761791084e-17
6197.4873,9.080213347258392e-17
6198.7373,9.243201892240548e-17
6199.9873,9.941246423791954e-17
6201.2373,1.039416034312307e-16
6202.4873,1.051544529140143e-16
6203.7373,1.060515908625097e-16
6204.9873,1.028333741741416e-16
6206.2373,9.794838992271891e-17
6207.4873,1.008555286548756e-16
6208.7373,1.076677749746817e-16
6209.9873,1.11473650686005e-16
6211.2373,1.115421544053819e-16
6212.4873,1.119949044536073e-16
6213.7373,1.143279338469329e-16
6214.9873,1.152132065761236e-16
6216.2373,1.12824934293017e-16
6217.4873,1.090960923785928e-16
6218.7373,1.059386775565442e-16
6219.9873,9.85538527952594e-17
6221.2373,9.20355859827112e-17
6222.4873,9.06465631932388e-17
6223.7373,9.503914582429107e-17
6224.9873,9.802227899245274e-17
6226.2373,9.714631117078992e-17
6227.4873,9.827480284891012e-17
6228.7373,9.590612040955344e-17
6229.9873,9.22470637418017e-17
6231.2373,9.259233981662323e-17
6232.4873,9.59319452582465e-17
6233.7373,9.671706903151521e-17
6234.9873,9.611824015299481e-17
6236.2373,9.211322062174478e-17
6237.4873,9.101267437970195e-17
6238.7373,9.448089421778547e-17
6239.9873,9.988961232880019e-17
6241.2373,1.060299870846595e-16
6242.4873,1.077814763424721e-16
6243.7373,1.063343851273149e-16
6244.9873,1.017356971269773e-16
6246.2373,9.635370492440678e-17
6247.4873,9.854406708140427e-17
6248.7373,9.856633489161364e-17
6249.9873,9.600212280273435e-17
6251.2373,9.93785007806472e-17
6252.4873,1.024037734194155e-16
6253.7373,1.074892489661699e-16
6254.9873,1.115597607572579e-16
6256.2373,1.125650569661458e-16
6257.4873,1.088266269109279e-16
6258.7373,1.023202930742428e-16
6259.9873,1.037881292498553e-16
6261.2373,1.069556849350164e-16
6262.4873,1.051972645851418e-16
6263.7373,9.567064852490837e-17
6264.9873,9.285589073652101e-17
6266.2373,1.041354055145641e-16
6267.4873,1.09926621756848e-16
6268.7373,1.148336363691165e-16
6269.9873,1.22497232198833e-16
6271.2373,1.181496083200713e-16
6272.4873,1.149125639286748e-16
6273.7373,1.175947021936488e-16
6274.9873,1.143981439736449e-16
6276.2373,1.137164880823206e-16
6277.4873,1.175514745792342e-16
6278.7373,1.201106291443625e-16
6279.9873,1.178774589934172e-16
6281.2373,1.15170810290678e-16
6282.4873,1.168552435378086e-16
6283.7373,1.19524756854022e-16
6284.9873,1.205836417793934e-16
6286.2373,1.1339403486087e-16
6287.4873,1.091550312409578e-16
6288.7373,1.158981575671538e-16
6289.9873,1.209325825707706e-16
6291.2373,1.183251122594763e-16
6292.4873,1.20794836787471e-16
6293.7373,1.303548095703125e-16
6294.9873,1.370988365945698e-16
6296.2373,1.370549472083574e-16
6297.4873,1.343837483723957e-16
6298.7373,1.298465301136911e-16
6299.9873,1.303294156750338e-16
6301.2373,1.287723649691358e-16
6302.4873,1.169426485188802e-16
6303.7373,1.140352645007475e-16
6304.9873,1.245305886953848e-16
6306.2373,1.30882847177011e-16
6307.4873,1.273184112624181e-16
6308.7373,1.258380575147088e-16
6309.9873,1.289619570734472e-16
6311.2373,1.297685825376158e-16
6312.4873,1.328719318757234e-16
6313.7373,1.442811598337433e-16
6314.9873,1.503646527024258e-16
6316.2373,1.47859571970245e-16
6317.4873,1.395247817503376e-16
6318.7373,1.356229916570216e-16
6319.9873,1.400366232488185e-16
6321.2373,1.409502936469184e-16
6322.4873,1.450632915129485e-16
6323.7373,1.43567169958044e-16
6324.9873,1.38728625955464e-16
6326.2373,1.418465912995515e-16
6327.4873,1.419212869827836e-16
6328.7373,1.405744208140432e-16
6329.9873,1.449480605890721e-16
6331.2373,1.439972287326389e-16
6332.4873,1.426373234501592e-16
6333.7373,1.462593970480083e-16
6334.9873,1.507941347023293e-16
6336.2373,1.487758068696952e-16
6337.4873,1.493060073814863e-16
6338.7373,1.579617745255835e-16
6339.9873,1.598295615264515e-16
6341.2373,1.453436123619551e-16
6342.4873,1.331668061433015e-16
6343.7373,1.4337292157962e-16
6344.9873,1.54639258882499e-16
6346.2373,1.60040395085841e-16
6347.4873,1.646367770272714e-16
6348.7373,1.643834120912905e-16
6349.9873,1.556172729793596e-16
6351.2373,1.480412137556665e-16
6352.4873,1.525768323959539e-16
6353.7373,1.601785265058353e-16
6354.9873,1.64781153006848e-16
6356.2373,1.660465830409675e-16
6357.4873,1.630192562602479e-16
6358.7373,1.58449206995081e-16
6359.9873,1.516329868043499e-16
6361.2373,1.44328956811222e-16
6362.4873,1.459678402898341e-16
6363.7373,1.408515662676022e-16
6364.9873,1.250756507854697e-16
6366.2373,1.252665359911506e-16
6367.4873,1.364710710690345e-16
6368.7373,1.393327892011478e-16
6369.9873,1.397125662193769e-16
6371.2373,1.418763757927036e-16
6372.4873,1.459657867657696e-16
6373.7373,1.561056728184076e-16
6374.9873,1.654491332857108e-16
6376.2373,1.65737636974947e-16
6377.4873,1.655341547911844e-16
6378.7373,1.710353562343268e-16
6379.9873,1.755000055308401e-16
6381.2373,1.731335789056472e-16
6382.4873,1.720054658263407e-16
6383.7373,1.717907729763455e-16
6384.9873,1.655155112184124e-16
6386.2373,1.635994807942708e-16
6387.4873,1.673488665093316e-16
6388.7373,1.71279172724971e-16
6389.9873,1.694525803403501e-16
6391.2373,1.622366276795187e-16
6392.4873,1.63081644015842e-16
6393.7373,1.678765734712577e-16
6394.9873,1.663538941484616e-16
6396.2373,1.639340180875048e-16
6397.4873,1.629367220353492e-16
6398.7373,1.549182909854841e-16
6399.9873,1.452405401535976e-16
6401.2373,1.556829143006124e-16
6402.4873,1.726652984845197e-16
6403.7373,1.782219179808063e-16
6404.9873,1.743618317328559e-16
6406.2373,1.54938446195626e-16
6407.4873,1.527422468171296e-16
6408.7373,1.744213013750241e-16
6409.9873,1.851371752025464e-16
6411.2373,1.881883637755595e-16
6412.4873,1.882528923882378e-16
6413.7373,1.801265149830006e-16
6414.9873,1.766694564857012e-16
6416.2373,1.82883867594401e-16
6417.4873,1.768801450677566e-16
6418.7373,1.658130581325956e-16
6419.9873,1.651741188934703e-16
6421.2373,1.673418883373119e-16
6422.4873,1.720069502766927e-16
6423.7373,1.738235097173997e-16
6424.9873,1.69051148033613e-16
6426.2373,1.578579457977671e-16
6427.4873,1.452637847975743e-16
6428.7373,1.537253878068336e-16
6429.9873,1.708329644097222e-16
6431.2373,1.701142597565828e-16
6432.4873,1.687187762526524e-16
6433.7373,1.742096922773196e-16
6434.9873,1.720875156129436e-16
6436.2373,1.58752909493152e-16
6437.4873,1.447471667329765e-16
6438.7373,1.546387609712577e-16
6439.9873,1.711825076859086e-16
6441.2373,1.724759379219715e-16
6442.4873,1.753152603413146e-16
6443.7373,1.777719520399305e-16
6444.9873,1.658165170175058e-16
6446.2373,1.663065998746142e-16
6447.4873,1.847240482132523e-16
6448.7373,1.935606590440538e-16
6449.9873,1.927293487774884e-16
6451.2373,1.910535608814381e-16
6452.4873,1.933737720781491e-16
6453.7373,1.909173746141975e-16
6454.9873,1.742091931905864e-16
6456.2373,1.527841673448351e-16
6457.4873,1.510817936951438e-16
6458.7373,1.65911956184293e-16
6459.9873,1.799283367392457e-16
6461.2373,1.793640193684896e-16
6462.4873,1.711408145706742e-16
6463.7373,1.773032296037085e-16
6464.9873,1.89850351306303e-16
6466.2373,1.963334890407986e-16
6467.4873,1.939451823820891e-16
6468.7373,1.724092018711419e-16
6469.9873,1.626353655779803e-16
6471.2373,1.750902211883922e-16
6472.4873,1.859003317750531e-16
6473.7373,1.929318401873554e-16
6474.9873,1.9506836342894e-16
6476.2373,1.895164621009356e-16
6477.4873,1.815271281225887e-16
6478.7373,1.82023033718533e-16
6479.9873,1.843842990752797e-16
6481.2373,1.754223073700328e-16
6482.4873,1.758454800075955e-16
6483.7373,1.856614095654899e-16
6484.9873,1.822800326274354e-16
6486.2373,1.755311157377267e-16
6487.4873,1.669137121280623e-16
6488.7373,1.520938641583478e-16
6489.9873,1.520218882770303e-16
6491.2373,1.603445133915654e-16
6492.4873,1.667147413315008e-16
6493.7373,1.720547571705006e-16
6494.9873,1.742414458248939e-16
6496.2373,1.695850298996913e-16
6497.4873,1.659811171091338e-16
6498.7373,1.667926186041184e-16
6499.9873,1.55043376510055e-16
6501.2373,1.341856631582755e-16
6502.4873,1.239681467315297e-16
6503.7373,1.207973495973187e-16
6504.9873,1.269339606240355e-16
6506.2373,1.417619768307533e-16
6507.4873,1.584839919554157e-16
6508.7373,1.673602564832899e-16
6509.9873,1.718752177372685e-16
6511.2373,1.749945606975791e-16
6512.4873,1.800294369695216e-16
6513.7373,1.784552989517024e-16
6514.9873,1.710903808443046e-16
6516.2373,1.738977051986883e-16
6517.4873,1.811604211275077e-16
6518.7373,1.811157536711516e-16
6519.9873,1.769358059353299e-16
6521.2373,1.723906142095872e-16
6522.4873,1.71847372459129e-16
6523.7373,1.730672849754051e-16
6524.9873,1.6907942217038e-16
6526.2373,1.755646193063995e-16
6527.4873,1.860877471547068e-16
6528.7373,1.881766546103395e-16
6529.9873,1.889658682213301e-16
6531.2373,1.927555157244647e-16
6532.4873,1.870645021490402e-16
6533.7373,1.78521161446277e-16
6534.9873,1.833085290225936e-16
6536.2373,1.928164073953511e-16
6537.4873,1.899172460334683e-16
6538.7373,1.816811300244743e-16
6539.9873,1.838550641245901e-16
6541.2373,1.952575832338686e-16
6542.4873,2.012117205735194e-16
6543.7373,1.942114242892795e-16
6544.9873,1.926934724332079e-16
6546.2373,2.012643650083188e-16
6547.4873,2.030587352309992e-16
6548.7373,1.974122274968653e-16
6549.9873,1.893201464843751e-16
6551.2373,1.818704502435378e-16
6552.4873,1.695783193329234e-16
6553.7373,1.701361484405141e-16
6554.9873,1.820848426649306e-16
6556.2373,1.783788752953801e-16
6557.4873,1.691102838210117e-16
6558.7373,1.685606276222512e-16
6559.9873,1.691653400487076e-16
6561.2373,1.626322624150029e-16
6562.4873,1.585543469539689e-16
6563.7373,1.681576946343317e-16
6564.9873,1.803113247040172e-16
6566.2373,1.819566933714313e-16
6567.4873,1.783466498480903e-16
6568.7373,1.591371251687885e-16
6569.9873,1.369446729118442e-16
6571.2373,1.498355891927084e-16
6572.4873,1.730882936077353e-16
6573.7373,1.814878037591628e-16
6574.9873,1.808771003176842e-16
6576.2373,1.762963762448158e-16
6577.4873,1.771243409710166e-16
6578.7373,1.701992022931134e-16
6579.9873,1.549780791708864e-16
6581.2373,1.510684336721161e-16
6582.4873,1.656528697223427e-16
6583.7373,1.821572263816551e-16
6584.9873,1.850233637906298e-16
6586.2373,1.79374762053313e-16
6587.4873,1.714853833912036e-16
6588.7373,1.800301764142071e-16
6589.9873,1.991810064320505e-16
6591.2373,2.000944954728491e-16
6592.4873,1.879740030924479e-16
6593.7373,1.897658838342738e-16
6594.9873,1.966828114601419e-16
6596.2373,1.960756949266975e-16
6597.4873,1.913404696692949e-16
6598.7373,1.744527313759886e-16
6599.9873,1.557422867235725e-16
6601.2373,1.609393237304688e-16
6602.4873,1.791748705602575e-16
6603.7373,1.850525709213445e-16
6604.9873,1.761048444583093e-16
6606.2373,1.723885048496576e-16
6607.4873,1.8469456146617e-16
6608.7373,1.920502540569541e-16
6609.9873,1.895781775354456e-16
6611.2373,1.840263963186005e-16
6612.4873,1.779740390203029e-16
6613.7373,1.74115421835817e-16
6614.9873,1.668447576678242e-16
6616.2373,1.622662999433353e-16
6617.4873,1.763298061945409e-16
6618.7373,1.904362553198543e-16
6619.9873,1.845346078227478e-16
6621.2373,1.797161449140384e-16
6622.4873,1.86245340802228e-16
6623.7373,1.888379994032117e-16
6624.9873,1.860750427396797e-16
6626.2373,1.855507838722511e-16
6627.4873,1.882815163694782e-16
6628.7373,1.8659181235231e-16
6629.9873,1.786291835756655e-16
6631.2373,1.674958389093846e-16
6632.4873,1.647311831627363e-16
6633.7373,1.73582441662447e-16
6634.9873,1.787901489860629e-16
6636.2373,1.7838287109375e-16
6637.4873,1.791240330976322e-16
6638.7373,1.810808284655912e-16
6639.9873,1.78205030035325e-16
6641.2373,1.747925475923514e-16
6642.4873,1.744037530140818e-16
6643.7373,1.762095896176938e-16
6644.9873,1.787575885085117e-16
6646.2373,1.793770532377266e-16
6647.4873,1.83389383695626e-16
6648.7373,1.863446001669801e-16
6649.9873,1.750553271182967e-16
6651.2373,1.708097242265866e-16
6652.4873,1.782642177101417e-16
6653.7373,1.769561669771171e-16
6654.9873,1.743486233482831e-16
6656.2373,1.746866945619937e-16
